,Date,Location,Flight,Fatalities,Year,Month,Day,Casualties,Aboard,% Casualty,Decade
4748,1997-12-28,Over the Pacific OceanUnited Air Lines,Boeing B-747-122N4723U,1/393(0),1997,12,28,1,393,0.2544529262086514,1990
4749,1997-12-31,Rio Sidra- PanamaParsa,Britten Norman BN-2A TrislanderHP-986PS,10/10(0),1997,12,31,10,10,100.0,1990
4750,1998-01-09,Maiden- North CarolinaMountain Air Cargo,Cessna 208B Caravan IN913FE,1/1(0),1998,1,9,1,1,100.0,1990
4751,1998-01-13,Tor Kach- PakistanMilitary - Ariana Afghan Airlines,Antonov AN-12BPYA-DAB,51/51(0),1998,1,13,51,51,100.0,1990
4752,1998-01-13,Brno- Czech RepublicAeroservice International,Let 410UVPYV-928CP,2/2(0),1998,1,13,2,2,100.0,1990
4753,1998-01-27,Yangon (Rangoon)- MyanmarMyanmar Airways,Fokker F-27 Friendship 600XY-AES,16/45(0),1998,1,27,16,45,35.55555555555556,1990
4754,1998-02-02, Cagyan de Oro- PhilippinesCebu Pacific Air,McDonnell Douglas DC-9-32RP-C1507,104/104(0),1998,2,2,104,104,100.0,1990
4755,1998-02-03,Near Cavalese- Trento- ItalyMilitary - U.S. Marine Corps,Grummand EA-6B163045/CY-02,0/2(20),1998,2,3,0,2,0.0,1990
4756,1998-02-04,Terceira- PortugalAir Luxor,Antonov 12BPLZ-SFG,7/7(0),1998,2,4,7,7,100.0,1990
4757,1998-02-05,Near Navafria- SpainMilitary - Spanish Air Force,CASA 212-S1 Aviocar 100D-3B-9,5/5(0),1998,2,5,5,5,100.0,1990
4758,1998-02-12,Near Nasir- SudanMilitary - Sudan Air Force,Antonov AN-32?,27/57(0),1998,2,12,27,57,47.368421052631575,1990
4759,1998-02-16,Taipei- TaiwanChina Airlines (Taiwan),Airbus A300-622RB-1814,196/196(7),1998,2,16,196,196,100.0,1990
4760,1998-03-05,Near Clarksville- TenneseeBaron Aviation,Cessna 208B Caravan I Super CargomasterN840FE,1/1(0),1998,3,5,1,1,100.0,1990
4761,1998-03-07,Bismark- North DakotaCorporate Air,Cessna 208B Caravan I Super CargomasterN868FE,1/1(0),1998,3,7,1,1,100.0,1990
4762,1998-03-10,Mombasa- KenyaAir Memphis,Boeing 707-336CSU-PBA,6/6(0),1998,3,10,6,6,100.0,1990
4763,1998-03-18,Off Hsinchu- TaiwanFormosa Airlines,Saab340BB-12255,13/13(0),1998,3,18,13,13,100.0,1990
4764,1998-03-19,Near Charasyab- AfghanistanAriana Afghan Airlines,Boeing B-727-228YA-FAZ,45/45(0),1998,3,19,45,45,100.0,1990
4765,1998-03-22,Bacolod- PhilippinesPhilippine Air Lines,Airbus A.320-214RP-C3222,0/127(3),1998,3,22,0,127,0.0,1990
4766,1998-03-28,Piura- PeruFuerza Aérea del Peru,Antonov AN-32OB-1388,22/55(1),1998,3,28,22,55,40.0,1990
4767,1998-03-31,Near Mexico City- MexicoLinea Aérea Mexicana de Carga,Convair CV-240-53XA-TAP,2/4(0),1998,3,31,2,4,50.0,1990
4768,1998-04-20,Near Bogota- ColombiaAir France,Boeing B-727-230HC-BSU,53/53(0),1998,4,20,53,53,100.0,1990
4769,1998-05-05,Andoas- PeruFuerza Aérea del Peru,Boeing B-737-282FAP-351,75/88(0),1998,5,5,75,88,85.22727272727273,1990
4770,1998-05-12,Near Nema- MauritaniaMilitary - Mauritanian Air Force,Xian Yunshuji Y-7-100C5T-MAG,39/42(0),1998,5,12,39,42,92.85714285714286,1990
4771,1998-05-25,Near Longtiang- LaosMilitary - Lao People's Liberation Army Air Force,Yakovlev YAK-4034001,26/26(0),1998,5,25,26,26,100.0,1990
4772,1998-05-25,Indian Trail- North CarolinaAir Taxi - US Helicopters Inc.,Bell 206L-3N96CW,5/5(0),1998,5,25,5,5,100.0,1990
4773,1998-05-26,Near Erdenet- MongoliaMIAT - Mongolian Airlines,Harbin Yunshuji Y-12 IIJU-1017,28/28(0),1998,5,26,28,28,100.0,1990
4774,1998-06-18,Montreal- CanadaPropair,Swearingen SA-226TC Metroliner IIC-GQAL,11/11(0),1998,6,18,11,11,100.0,1990
4775,1998-06-25,Mt. Waialeale- HawaiiAir Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BAN594BK,6/6(0),1998,6,25,6,6,100.0,1990
4776,1998-07-13,Off Rasal- United Arab EmiratesATI Aircompany,Ilyushin 76MDUR-76424,8/8(0),1998,7,13,8,8,100.0,1990
4777,1998-07-16,Córdoba- ArgentinaAlas del Sur,Rockwell Sabreliner 60LV-WPO,3/3(0),1998,7,16,3,3,100.0,1990
4778,1998-07-17,Asmara- EritreaUkraine Aviation Transport Company,Ilyushin II-76UR-UCI,10/10(0),1998,7,17,10,10,100.0,1990
4779,1998-07-23,Pico de Orizaba- MexicoMilitary - Mexican Air Force,Shorts SC-7 Skyvan 3-100XC-UTQ,4/4(0),1998,7,23,4,4,100.0,1990
4780,1998-07-27,Southhampton- EnglandPlane Sailing,Consolidated PBY-5A CatalinaVP-BPS,4/18(0),1998,7,27,4,18,22.22222222222222,1990
4781,1998-07-28,Barcelona- SpainSwifair,Swearingen SA.227AC Metro IIIEC-FXD,2/2(0),1998,7,28,2,2,100.0,1990
4782,1998-07-29,Manacapuru River- BrazilSelva Taxi Aero,Embraer 110 BandeirantePT-LGN,5/24(0),1998,7,29,5,24,20.833333333333336,1990
4783,1998-07-30,Near Quiberon- FranceProteus Air / Private,Beechcraft 1900D / Cessna 177F-GSJM/F-GAJE,15/15(0),1998,7,30,15,15,100.0,1990
4784,1998-07-30,Kochi- IndiaAlliance Airlines,Dornier 228-201VT-EJW,6/6(2),1998,7,30,6,6,100.0,1990
4785,1998-08-04,Kincolith- British Columbia- CanadaHarbour Air Seaplanes Ltd.,de Havilland Dash-2 BeaverC-FOCJ,5/5(0),1998,8,4,5,5,100.0,1990
4786,1998-08-11,Saurimo- AngolaAlada,Antonov An-12BPD2-FAZ,1/13(0),1998,8,11,1,13,7.6923076923076925,1990
4787,1998-08-19,Foveaux Strait- New ZealandVincent Aviation,Cessna 402CZK-VAC,5/10(0),1998,8,19,5,10,50.0,1990
4788,1998-08-21,Near Ghorepani- NepalLumbini Airways,de Havilland Canada DHC-6 Twin Otter 3009N-ACC,18/18(0),1998,8,21,18,18,100.0,1990
4789,1998-08-23,Roseau- DominicaAir Anguilla,Cessna 402CN2748J,11/11(0),1998,8,23,11,11,100.0,1990
4790,1998-08-24,Manibagi- MyanmarMyanmar Airways,Fokker F-27 Friendship 600XY-AEN,44/44(0),1998,8,24,44,44,100.0,1990
4791,1998-08-24,Pretoria- South AfricaSpeed Service Couriers,DC-3-65TPZS-NKK,1/2(0),1998,8,24,1,2,50.0,1990
4792,1998-08-29,Quito- EcuadorCubana de Aviacion,Tupolev TU-154MCU-T1264,70/91(10),1998,8,29,70,91,76.92307692307693,1990
4793,1998-09-02,AngolaPermaviatrans,Antonov AN-26RA-26028,24/24(0),1998,9,2,24,24,100.0,1990
4794,1998-09-02,Off Peggy's Cove- Nova Scotia- CanadaSwissair,McDonnell Douglas MD-11HB-IWF,229/229(0),1998,9,2,229,229,100.0,1990
4795,1998-09-09,Port Alsworth- AlaskaRusts Flying Service Inc.,de Havilland Dash-2 float planeN1433Z,5/5(0),1998,9,9,5,5,100.0,1990
4796,1998-09-10,Islamabad- PakistanMilitary - Pakistan Air Force,Lockheed C-130B Hercules24143,5/5(0),1998,9,10,5,5,100.0,1990
4797,1998-09-14,Mount Cook- New ZealandAir taxi - Air Safaris Inc.,Cessna 177B CardinalZK-DKL,3/3(0),1998,9,14,3,3,100.0,1990
4798,1998-09-25,Near Nador- MorrocoPaukn Air,British Aerospace BAe-146-100EC-GEO,38/38(0),1998,9,25,38,38,100.0,1990
4799,1998-09-28,Praia- Cape VerdeCabo Verde Airlines,de Havilland Canada DHC-6 Twin Otter 300D4-CAX,1/22(0),1998,9,28,1,22,4.545454545454546,1990
4800,1998-09-29,Off Mannar- Sri LankaLionair,Antonov AN-24RVEW-46465,55/55(0),1998,9,29,55,55,100.0,1990
4801,1998-10-02,Near Canaima- VenezuelaServivensa,Douglas DC-3CYV-611C,1/27(0),1998,10,2,1,27,3.7037037037037033,1990
4802,1998-10-10,Near Kindu- CongoCongo Airline,Boeing B-727-309Q-CSG,41/41(0),1998,10,10,41,41,100.0,1990
4803,1998-10-21,Fortaleza- BrazilCapital Taxi Aereo,Embraer 120RT BrasiliaPT-WKH,3/3(1),1998,10,21,3,3,100.0,1990
4804,1998-10-21,Yerevan- ArmeniaArarat Avia,Yakovlev YAK-40EK-88272,0/37(4),1998,10,21,0,37,0.0,1990
4805,1998-10-25,Rwenzori mountains- UgandaTanaMana Aviation,Britten-Norman BN-2A-3 Islander5Y-ANV,4/11(0),1998,10,25,4,11,36.36363636363637,1990
4806,1998-11-01,Near Quetzaltenango- GuatemalaLiving Water Teaching Ministries Charter,Douglas DC-3CN3FY,11/18(0),1998,11,1,11,18,61.111111111111114,1990
4807,1998-11-11,Near Krasnoyarsk- RussiaSakha Airlines,Antonov AN-12RA-12955,13/13(0),1998,11,11,13,13,100.0,1990
4808,1998-11-17,Koror- NepalParadise Air,Cessna 207 SkywagonRP-C606,9/9(0),1998,11,17,9,9,100.0,1990
4809,1998-11-21,Edgewater- MarylandPrivate,Burgess RV-6 experimentalN956DB,1/1(0),1998,11,21,1,1,100.0,1990
4810,1998-11-23,Victoria- British ColumbiaRegency Express Air,Cessna 208B Caravan I Super CargomasterN9352B,2/2(0),1998,11,23,2,2,100.0,1990
4811,1998-11-27,King Island- Tasmania?,??,4/6(0),1998,11,27,4,6,66.66666666666666,1990
4812,1998-12-02,Umpire- ArkansasYates Aviation,Cessna 501 Citation I SPN501EZ,1/1(0),1998,12,2,1,1,100.0,1990
4813,1998-12-07,Baie-Comeau- CanadaAir Satellite,Britten-Norman TrislanderC-FCVK,7/10(0),1998,12,7,7,10,70.0,1990
4814,1998-12-11,Near Surat Thani- ThailandThai Airways,Airbus A-310-204HS-TIA,102/146(0),1998,12,11,102,146,69.86301369863014,1990
4815,1998-12-14,Near Cuito- AngolaKhors Aircompany,Antonov AN-12BPUR-11319,11/11(0),1998,12,14,11,11,100.0,1990
4816,1998-12-17,Saurimo- AngolaZanex,Antonov 12S9-SAT,1/10(0),1998,12,17,1,10,10.0,1990
4817,1998-12-22,Medellín- ColombiaSELVA,Antonov 32BHK-3930X,5/5(0),1998,12,22,5,5,100.0,1990
4818,1998-12-26,Vila Nova- AngolaTransafrik,Lockheed Martin L-100-30 HerculesS9-CAO,14/14(0),1998,12,26,14,14,100.0,1990
4819,1999-01-02,Near Huambo- AngolaTransafrik - United Nations Charter,Lockheed L-100-30 HerculesD2-EHD,9/9(0),1999,1,2,9,9,100.0,1990
4820,1999-01-12,Guernsey- Channel Islands- EnglandChannel Express,Fokker F-27 Friendship 600G-CHNL,2/2(0),1999,1,12,2,2,100.0,1990
4821,1999-01-13,Geilenkirchen- GermanyMilitary - German Air National Guard,Boeing KC-135E59-1452,4/4(0),1999,1,13,4,4,100.0,1990
4822,1999-01-13,Mayne Island- British Columbia- CanadaKelowna Flightcraft Air Charter,Douglas DC-3CC-GWUG,2/2(0),1999,1,13,2,2,100.0,1990
4823,1999-01-16,Coconut Island- QLD- AustraliaUzu Air,Britten Norman BN-2A-26VH-XFF,3/4(0),1999,1,16,3,4,75.0,1990
4824,1999-01-17,Jumla- NepalNecon Air,Cessna 208 Caravan I9N-ADA,4/12(0),1999,1,17,4,12,33.33333333333333,1990
4825,1999-01-21,Bluefields- NicaraguaFuerza Aérea Nicaragua,Antonov AN-26?,28/28(0),1999,1,21,28,28,100.0,1990
4826,1999-02-02,Luanda- AngolaSavannair,Antonov AN-12EL-ASS,14/14(13),1999,2,2,14,14,100.0,1990
4827,1999-02-03,Hoskins- Papua New GuineaAirlink,Britten Norman BN-2A TrislanderP2-ALH,11/11(0),1999,2,3,11,11,100.0,1990
4828,1999-02-08,Kinshasa-  Democratic Republic CongoAir Karibu,Lockheed L-188A Electra9Q-CDI,7/7(0),1999,2,8,7,7,100.0,1990
4829,1999-02-12,Near Bishop- CaliforniaAmeriflight,Beechcraft C99N205RA,1/1(0),1999,2,12,1,1,100.0,1990
4830,1999-02-24,Rui'an- ChinaChina Southwest Airlines,Tupolev TU-154B-2622,61/61(0),1999,2,24,61,61,100.0,1990
4831,1999-02-25,Genoa- ItalyMinerva Airlines,Dornier 328-110D-CPRR,4/31(0),1999,2,25,4,31,12.903225806451612,1990
4832,1999-03-07,New Delhi- IndiaMilitary - Indian Air Force,Antonov AN-32 TransportK2673,19/19(3),1999,3,7,19,19,100.0,1990
4833,1999-03-18,Near Tame- ColombiaALIANSA Colombia,Douglas DC-3C (C-47A-DK)HK-337,8/8(8),1999,3,18,8,8,100.0,1990
4834,1999-03-19,Davis Inlet- Newfoundland- CanadaProvincial Airlines,de Havilland Canada DHC-6 Twin Otter 300C-FWLQ,1/2(0),1999,3,19,1,2,50.0,1990
4835,1999-04-07,Ribeirao Preto- BrazilManacá Táxi Aéreo,Learjet 24DPT-LEM,5/5(0),1999,4,7,5,5,100.0,1990
4836,1999-04-07,Near Ceyhan- TurkeyTurkish Airlines (THY),Boeing 737-4Q8TC-JEP,6/6(0),1999,4,7,6,6,100.0,1990
4837,1999-04-08,Near Malaga- ColombiaAerotaca,de Havilland Canada DHC-6 Twin Otter 300HK-2760,5/5(0),1999,4,8,5,5,100.0,1990
4838,1999-04-15,Shanghi- ChinaKorean Air,McDonnell Douglas MD-11HL-7373,3/3(0),1999,4,15,3,3,100.0,1990
4839,1999-05-08,Off Port Vila- VanuatuVanair,de Havilland Canada DHC-6 Twin Otter 300YJ-RV9,7/12(0),1999,5,8,7,12,58.333333333333336,1990
4840,1999-05-24,Kuching- MalaysiaMilitary - Malaysian Air Force,de Havilland Canada DHC-4AM21-05,5/5(0),1999,5,24,5,5,100.0,1990
4841,1999-05-29,Ol Kiombo- KenyaMalindi Air Services,Let 410UVP-E5Y-LET,2/2(0),1999,5,29,2,2,100.0,1990
4842,1999-06-01,Little Rock- ArkansasAmerican Airlines,McDonnell Douglas MD-82N215AA,11/145(0),1999,6,1,11,145,7.586206896551724,1990
4843,1999-06-03,Near Khartoum- SudanMilitary - Sudan Air Force,Antonov 32?,50/50(0),1999,6,3,50,50,100.0,1990
4844,1999-06-09,Juneau- AlaskaAir Taxi - Coastal Helicopters Inc.,Eurocopter AS-350BAN6099S,7/7(0),1999,6,9,7,7,100.0,1990
4845,1999-06-09,Coron- PhilippinesPacific Airways,Britten-Norman BN-2A-21 IslanderRP-C471,1/1(0),1999,6,9,1,1,100.0,1990
4846,1999-06-17,Goroka- Papua New GuineaAirlink,Embraer 110P2 BandeiranteP2-ALX,17/17(0),1999,6,17,17,17,100.0,1990
4847,1999-06-25,Long Haul Lake- Manatoba- CanadaBlue Water Aviation Services,de Havilland Canada DHC-3 OtterC-FIFP,1/2(0),1999,6,25,1,2,50.0,1990
4848,1999-06-30,Seraing- BelgiumNightexpress,Beechcraft 99D-IBEX,2/2(0),1999,6,30,2,2,100.0,1990
4849,1999-07-01,Luzamba- AngolaSavanair,Antonov 12BTN-AFR,1/5(0),1999,7,1,1,5,20.0,1990
4850,1999-07-02,Sittwe- MyanmarMyanmar Airways,Fokker F-27 Friendship 600XY-AEO,8/8(0),1999,7,2,8,8,100.0,1990
4851,1999-07-04,Villavicencio- ColombiaLANC Colombia,Douglas DC-6AHK-1776,5/18(0),1999,7,4,5,18,27.77777777777778,1990
4852,1999-07-07,Near Kathmandu- NepalLufthansa Cargo Airlines,Boeing 727-243FVT-LCI,5/5(0),1999,7,7,5,5,100.0,1990
4853,1999-07-09,Toluca - MexicoAero Jet Express,Hawker Siddeley HS-125XA-TAL,4/4(0),1999,7,9,4,4,100.0,1990
4854,1999-07-16,Off Martha's Vineyard- MassachusettsPrivate,Piper PA-32-R301 Saratoga II HPN9253N,3/3(0),1999,7,16,3,3,100.0,1990
4855,1999-07-20,Near Bluefields- NicaraguaLa Costena,Cessna 208B Grand CaravanYN-CED,16/16(0),1999,7,20,16,16,100.0,1990
4856,1999-07-23,Tokyo- JapanAll Nippon Airways,Boeing B-747JA8966,1/517(0),1999,7,23,1,517,0.19342359767891684,1990
4857,1999-07-23,Near Orito- ColombiaMilitary - U.S. Army,de Havilland Canada DHC-7-102N5382W,7/7(0),1999,7,23,7,7,100.0,1990
4858,1999-07-24,Nasevou Village- FijiAir Fiji,Embraer 110P1 BandeiranteDQ-AFN,17/17(0),1999,7,24,17,17,100.0,1990
4859,1999-07-31,Marine City- MichiganPrivate,Beech King Air 65-A90N518DM,10/10(0),1999,7,31,10,10,100.0,1990
4860,1999-08-07,Santo Antao- Cape Verde IslandsTACV-Cabo Verde Airlines,Dornier 228-201D4-CBC,18/18(0),1999,8,7,18,18,100.0,1990
4861,1999-08-12,Sept-Îles- CanadaRegionnair,Beechcraft 1900DC-FLIH,1/4(0),1999,8,12,1,4,25.0,1990
4862,1999-08-22,Hong Kong- ChinaChina Airlines (Taiwan),McDonnell Douglas MD-11B-150,3/315(0),1999,8,22,3,315,0.9523809523809524,1990
4863,1999-08-24,Hualian- TaiwanUni Air,McDonnell Douglas MD-90-30B-17912,1/96(0),1999,8,24,1,96,1.0416666666666665,1990
4864,1999-08-26,Turtkul- UzbekistanUzbekistan Airways,Yakovlev YAK-40UK-87848,2/33(0),1999,8,26,2,33,6.0606060606060606,1990
4865,1999-08-31,Buenos Aires- ArgentinaLAPA- Lineas Aereas Privadas Argentinas,Boeing B-737-204CLV-WRZ,63/103(2),1999,8,31,63,103,61.165048543689316,1990
4866,1999-09-01,Mount Meru- TanzaniaNorthern Air (Tanzania),Cessna 404 Titan II5HNAT,12/12(0),1999,9,1,12,12,100.0,1990
4867,1999-09-03,Glasgow- ScotlandEdinburgh Air Charter,Cessna 404 Titan AmbassadorG-ILGW,8/11(0),1999,9,3,8,11,72.72727272727273,1990
4868,1999-09-05,Near Kathmandu- NepalNecon Air,Hawker Siddeley HS-748-501 Super 2B9N-AEG,15/15(0),1999,9,5,15,15,100.0,1990
4869,1999-09-05,Westerly- Rhode IslandAir Taxi - New England Airlines,Piper PA-32-260N4830S,3/5(0),1999,9,5,3,5,60.0,1990
4870,1999-09-14,Belelm- BrazilNorte Jet Táxi Aéreo,Embraer 110 BandeirantePT-ODK,2/2(0),1999,9,14,2,2,100.0,1990
4871,1999-09-14,Bucharest- RomaniaGreek Government,Dassault Falcon 900BSX-ECH,7/13(0),1999,9,14,7,13,53.84615384615385,1990
4872,1999-09-14,Girona- SpainBritannia Airways,Boeing 757-204G-BYAG,1/245(0),1999,9,14,1,245,0.40816326530612246,1990
4873,1999-09-17,Mt. Hidalgo- MexicoMilitary - Mexican Air Force,Lockheed C-130A Hercules3610,5/5(0),1999,9,17,5,5,100.0,1990
4874,1999-09-25,Mt. Mauna Loa- HawaiiBig Island Airlines,Piper PA-31-350 Navajo ChieftainN411WL,10/10(0),1999,9,25,10,10,100.0,1990
4875,1999-10-02,Dhahran- Saudi ArabiaAramco Associated Company,Bell 214ST helicopterN704H,12/20(0),1999,10,2,12,20,60.0,1990
4876,1999-10-24,Off Genova- ItalyAvioriprese Jet Executive,Learjet 35AI-AVJG,3/3(0),1999,10,24,3,3,100.0,1990
4877,1999-10-24,San Carlos- VenezuelaMilitary - Venezuelan Army,Arava 201EV-8012,6/6(0),1999,10,24,6,6,100.0,1990
4878,1999-10-25,Aberdeen- South DakotaPrivate charter,Gates Learjet 35N47BA,6/6(0),1999,10,25,6,6,100.0,1990
4879,1999-10-31,Charllis- IdahoAir Taxi - Stanley Air Taxi,Cessna U206FN902CT,4/4(0),1999,10,31,4,4,100.0,1990
4880,1999-10-31,Off Nantucket Island- MassachusettsEgyptAir,Boeing B-767-366ERSU-GAP,217/217(0),1999,10,31,217,217,100.0,1990
4881,1999-11-09,Near Uruapan- MexicoTAESA,McDonnell Douglas DC-9-31XA-TKN,18/18(0),1999,11,9,18,18,100.0,1990
4882,1999-11-12,Near Pristina- KosovoSi Fly - U.N. charter,Aerospatiale Alenia ATR-42F-OHFV,24/24(0),1999,11,12,24,24,100.0,1990
4883,1999-11-26,Nairobi- KenyaDHL Aviation Africa,Cessna 208 Caravan I5Y-RAN,4/4(0),1999,11,26,4,4,100.0,1990
4884,1999-12-05,Moscow- RussiaTashkent Aircraft Production Corporation,Ilyushin 114TUK-91004,5/7(0),1999,12,5,5,7,71.42857142857143,1990
4885,1999-12-06,Johannesburg- South AfricaCharter - Flightline Charter Services,Piper PA-31-350ZS-OJY,9/9(0),1999,12,6,9,9,100.0,1990
4886,1999-12-07,Near Bayombang- PhilippinesAsian Spirit,Let 410UVPRP-C-3883,17/17(0),1999,12,7,17,17,100.0,1990
4887,1999-12-07,Bethel- AlaskaAir Taxi - Grant Aviation Inc.,Cessna 207N1747U,6/6(0),1999,12,7,6,6,100.0,1990
4888,1999-12-09,Near Branson- MissouriCollege of the Ozarks,Cessna 525 CitationN525KL,6/6(0),1999,12,9,6,6,100.0,1990
4889,1999-12-09,Near Sundsvall- SwedenCharter - Twin Air HB,Piper PA-31-350SE-GDN,8/8(0),1999,12,9,8,8,100.0,1990
4890,1999-12-10,Kuwait City- KuwaitMilitary - U.S. Air Force,Lockheed C-130H63-7854,3/94(0),1999,12,10,3,94,3.1914893617021276,1990
4891,1999-12-11,Sao Jorge- Azores (Portugal)SATA,British Aerospace APTCS-TGM,35/35(0),1999,12,11,35,35,100.0,1990
4892,1999-12-21,Guatemala City- GuatemalaCubana de Aviacon,McDonnell Douglas DC-10-30F-GTDI,16/314(2),1999,12,21,16,314,5.095541401273886,1990
4893,1999-12-22,Great Hallingbury- United KingdomKorean Air,Boeing 747-2B5FHL-7451,4/4(0),1999,12,22,4,4,100.0,1990
4894,1999-12-24,Amritsar- India / Kandahar- AfghanistanIndian Airlines,Airbus A300B2-101VT-EDW,1/189(0),1999,12,24,1,189,0.5291005291005291,1990
4895,1999-12-25,Bejuma- VenezuelaCubana de Aviacion,Yakovlev YAK-42DCU-T1285,22/22(0),1999,12,25,22,22,100.0,1990
4896,1999-12-25,Near Simara- NepalSkyline Airways,de Havilland Canada DHC-6 Twin Otter9N-AFL,10/10(0),1999,12,25,10,10,100.0,1990
4897,1999-12-29,Near Zonguldak- TurkeyEcuato Guineana de Aviacion,Antonov 283C-JJI,6/6(0),1999,12,29,6,6,100.0,1990
4898,2000-01-05,Abuja- NigeriaSkypower Express Airways,Embraer 110P1A Bandeirante5N-AXL,1/16(1),2000,1,5,1,16,6.25,2000
4899,2000-01-10,Niederhasli- SwitzerlandCrossair,Saab 340BHB-AKK,10/10(0),2000,1,10,10,10,100.0,2000
4900,2000-01-13,Off Marsa el-Brega- LibyaAvisto,Shorts 360-300HB-AAM,22/41(0),2000,1,13,22,41,53.65853658536586,2000
4901,2000-01-15,San Jose- Costa RicaTACA,Let 410UVP-EYS-09-C,5/20(0),2000,1,15,5,20,25.0,2000
4902,2000-01-25,Near Ankara- TurkeyTop Air - Air Taxi,Beechcraft King Air C90?,4/4(0),2000,1,25,4,4,100.0,2000
4903,2000-01-30,Off Abidjan- Ivory CoastKenya Airways,AirbusA310-3045Y-BEN,169/179(0),2000,1,30,169,179,94.41340782122904,2000
4904,2000-01-31,Off Point Mugu- CaliforniaAlaska Airlines,McDonnell Douglas MD-83N963AS,88/88(0),2000,1,31,88,88,100.0,2000
4905,2000-02-02,Tehran- IranMilitary - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules?,8/8(0),2000,2,2,8,8,100.0,2000
4906,2000-02-05,Iliamna- AlaskaAir Taxi - Iliamna- Air Taxi Inc.,Cessna U206GN756HG,6/6(0),2000,2,5,6,6,100.0,2000
4907,2000-02-16,Sacramento- CaliforniaEmery Worldwide,McDonnell Douglas DC-8-71FN8079U,3/3(0),2000,2,16,3,3,100.0,2000
4908,2000-03-05,Burbank- CalilforniaSouthwest Airlines,Boeing B-737-3T5N668SW,0/142(0),2000,3,5,0,142,0.0,2000
4909,2000-03-09,Moscow- RussiaVologodskiye Airlines,Yakovlev YAK-40RA-88170,9/9(0),2000,3,9,9,9,100.0,2000
4910,2000-03-17,Near Kuna Yala- PanamaAeroperlas,de Havilland Canada DHC-6 Twin Otter 300HP-1267APP,10/10(0),2000,3,17,10,10,100.0,2000
4911,2000-03-17,Ennadai Lake- CanadaPoints North Air Services,Douglas C-47A-5-DKC-FNTF,2/2(0),2000,3,17,2,2,100.0,2000
4912,2000-03-22,Herreira- SpainMilitary - Ejército del Aire,CASA 212-DE Aviocar 200TM-12D-73,?/?(?),2000,3,22,?,NaN,,2000
4913,2000-03-24,Kadirana- Sri LankaSky Cabs,Antonov AN-12 (freighter)RA-11302,6/8(2),2000,3,24,6,8,75.0,2000
4914,2000-03-25,Huambo- AngolaUralex,Antonov AN-32D2-MAJ,3/33(0),2000,3,25,3,33,9.090909090909092,2000
4915,2000-03-30,Near Anuradhapura- Sri LankaSri Lankan Air Force,Antonov An-26UR-79170,40/40(0),2000,3,30,40,40,100.0,2000
4916,2000-04-01,Near Gualeguaychu- ArgentinaTaxval,Cessna 208 CaravanLV-ZSR,1/1(0),2000,4,1,1,1,100.0,2000
4917,2000-04-05,Marianna- FloridaBankair,Learjet 35AN86BE,3/3(0),2000,4,5,3,3,100.0,2000
4918,2000-04-19,Bukavu- Democratic Republic CongoKivu Air Services,Cessna 208B Caravan IZS-ONT,2/2(0),2000,4,19,2,2,100.0,2000
4919,2000-04-19,Samal Island- PhilippinesAir Philippines,Boeing B-737-2H4RP-C3010,131/131(0),2000,4,19,131,131,100.0,2000
4920,2000-04-19,Pepa -CongoMilitary - Centrafricain Airlines,Antonov AN-8TL-ACM,24/24(0),2000,4,19,24,24,100.0,2000
4921,2000-04-29,Bapi- Papua New GuineaNorth Coast Aviation,Britten-Norman BN-2A-20 IslanderP2-ISA,4/4(0),2000,4,29,4,4,100.0,2000
4922,2000-05-02,Lyon Satolas- FranceNorthern Executive Aviation,Learjet 35AG-MURI,2/5(0),2000,5,2,2,5,40.0,2000
4923,2000-05-03,Kurupung- GuyanaTrans Guyana Airways,Britten-Norman BN-2A-9 Islander8R-GAC,1/1(0),2000,5,3,1,1,100.0,2000
4924,2000-05-10,Kaunakakai- HawaiiPrice Aircraft Company,Rockwell Sabreliner 65N241H,6/6(0),2000,5,10,6,6,100.0,2000
4925,2000-05-17,Moanda- GabonAvirex,Beechcraft 1900C-1TR-LFK,3/10(0),2000,5,17,3,10,30.0,2000
4926,2000-05-21,Near Wilkes-Barre- PennsylvaniaExecutive Airlines,BAe Jetstream 3101-31N16EJ,19/19(0),2000,5,21,19,19,100.0,2000
4927,2000-05-25,Paris- FranceStreamline,Shorts 330-200G-SSWN,1/2(0),2000,5,25,1,2,50.0,2000
4928,2000-05-25,Near Manila- PhilippinesPhilippine Air Lines,Airbus A.330-301F-OHZN,1/298(0),2000,5,25,1,298,0.33557046979865773,2000
4929,2000-05-31,Off Whyalla- AustraliaWhyalla Airlines,Piper PA-31-350 NavajoVH-MZK,8/8(0),2000,5,31,8,8,100.0,2000
4930,2000-06-05,Accra- GhanaGhana Airlink,Fokker F-27 Friendship 600G-524,7/52(0),2000,6,5,7,52,13.461538461538462,2000
4931,2000-06-14,Liverpool- EnglandANT Air Taxi,Piper PA-31-350 NavajoG-BMBC,5/5(0),2000,6,14,5,5,100.0,2000
4932,2000-06-21,Cuiaba- BrazilAir taxi - Jao Air Taxi,Beech BaronPT-LGL,4/4(0),2000,6,21,4,4,100.0,2000
4933,2000-06-22,Shitai- ChinaWuhan Airlines,Xian Yunshuji Y-7-100CB-3479,44/44(7),2000,6,22,44,44,100.0,2000
